Group,Nom,Nationalité,DDN,Titre,TypeDesign,TypeDesignCode,DDC,Acquisition,Dimensions,MST,DCU,DAU,TypeAcquisition,Sexe,img,,,,
6812,Jocelyn COTTENCIN,française,"1967, Paris (France)",Affiche My brain feels like Mary Forest,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6813,Jochen GERNER,française et allemande,"1970, Nancy (Meurthe-et-Moselle, France)",Affiche Votez,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6814,Mathias SCHWEIZER,suisse,"1974, Suisse",Affiche Antidote,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6815,Mathias SCHWEIZER,suisse,"1974, Suisse",Affiche Antidote 4,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6816,Mathias SCHWEIZER,suisse,"1974, Suisse",Affiche Antidote 6,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6817,Michiel SCHUURMAN,néerlandaise,,Affiche Never pick,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6818,Olaf LADOUSSE,française,"?, ?",Affiche Gracias por su vista,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6819,Paul BERTIER,française,1983,Affiche Une saison graphique 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6820,Paul COX,française,"1959, Paris (France)",Affiche Oiseau,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6821,Pierre BERNARD,française,"1942, Paris (France) - 2015",Affiche Transmission,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6822,Pierre DI SCIULLO,française,"1961, Paris (France)",Affiche 16ème biennale de danse,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6823,Pierre DI SCIULLO,française,"1961, Paris (France)",Affiche Ça va patatras,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,110 x 80 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6824,Pierre DI SCIULLO,française,"1961, Paris (France)",Affiche Message-femme,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,110 x 80 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6825,Sacha LÉOPOLD,française,1986,Affiche Halte à la violence,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,80 x 120 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6826,Sacha LÉOPOLD,française,1986,Affiche Oran,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,80 x 120 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6827,Séverin MILLET,française,"1977, Valence (Drôme, France)",Affiche Silouhette,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6828,Thomas HUOT-MARCHAND,française,"1965, Dole (Jura, France)",Affiche 2011 octobre-décembre,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6829,Thomas HUOT-MARCHAND,française,"1965, Dole (Jura, France)",Affiche Blago Bung 6,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 40 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6830,Thomas HUOT-MARCHAND,française,"1965, Dole (Jura, France)",Affiche Émergences,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6831,Thomas HUOT-MARCHAND,française,"1965, Dole (Jura, France)",Affiche Ici l'onde,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6832,Thomas HUOT-MARCHAND,française,"1965, Dole (Jura, France)",Affiche Le Son en scène,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6833,Thomas HUOT-MARCHAND,française,"1965, Dole (Jura, France)",Affiche Présentation saison,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6834,Virgile LAGUIN,française,"1969, Sainte-Adresse (Seine-Maritime, France)",Affiche Get off the boat,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"119,5 x 79,5 cm",Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6835,Martin SZEKELY,française,"1956, Paris (France)",Stylo Pompidou,Design d'Objet,3,2011,"Don de S.T. Dupont, 2012","largeur: 15,5 cm
profondeur: 1,8 cm",Métal,2011,2012,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6836,Ross LOVEGROVE,britannique,"1958, Cardiff (Royaume-Uni)",Luminaire Cosmic Angel,Design d'Objet,3,2011,Don d' Artemide en 2017,25 x 178 x 80 cm,"Aluminium moulé, polymère",2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6837,Ross LOVEGROVE,britannique,"1958, Cardiff (Royaume-Uni)",Luminaire Cosmic Landscape,Design d'Objet,3,2011,Don d' Artemide en 2017,44 x 48 x 80 cm,Polymère,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6838,Jean-Baptiste FASTREZ,française,"1984, Saint-Germain-en-Laye (Yvelines, France)",Sèche-cheveux Tomahawk Hairdryer,Design Industriel,4,2011,Don Jean-Baptiste Fastrez en 2014,"38 x 6,2 x 6,4 cm","Bois, plexiglas (PMMA), résine, éléments électriques",2011,2014,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
6839,Jean-Baptiste FASTREZ,française,"1984, Saint-Germain-en-Laye (Yvelines, France)",Sèche-cheveux Tomahawk Hairdryer,Design Industriel,4,2011,Don Jean-Baptiste Fastrez en 2014,"24,5 x 19 x 6,4 cm","bois, plexiglas, résine, éléments électriques",2011,2014,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
6840,Jean-Baptiste FASTREZ,française,"1984, Saint-Germain-en-Laye (Yvelines, France)",Sèche-cheveux Tomahawk Hairdryer,Design Industriel,4,2011,Don Jean-Baptiste Fastrez en 2014,"30 x 19 x 6,4 cm","bois, plexiglas, résine, éléments électriques",2011,2014,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
6841,Andrea BRANZI,italienne,"1938, Florence (Italie)",Stones 7A,Design des Technologies,5,2011,Don des American Friends of the Centre Pompidou en 2022,"223,5 x 299,7 x 40 cm",Pierres et aluminium patiné,2011,2022,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/techno.svg,,,,
6842,Jasper MORRISON,britannique,"1959, Londres (Royaume-Uni)",Chaussure (paire) The country trainers,Design Vestimentaire ,6,2011,Don de Camper en 2012,11 x 12 x 30 cm,"Coton, lin et cuir",2011,2012,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/cloth.svg,,,,
6843,STUDIO FORMAFANTASMA,"italienne, hollandaise",,Botanica I,Design d'Objet,3,2011,Achat à STUDIO FORMAFANTASMA en 2018,"50,5 x 37 x 21 cm","Résine végétale, laque naturelle, fibre de bois",2011,2018,Achat,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6844,STUDIO FORMAFANTASMA,"italienne, hollandaise",,Botanica III,Design d'Objet,3,2011,Achat à STUDIO FORMAFANTASMA en 2018,"37,5 x 20,5 x 24,7 cm","Céramique non vernie, vernis naturel, fibre de bois",2011,2018,Achat,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6845,STUDIO FORMAFANTASMA,"italienne, hollandaise",,Botanica V,Design d'Objet,3,2011,Achat à STUDIO FORMAFANTASMA en 2018,"44,5 x 36 x 21,5 cm","Résine végétale mate, fibre de bois, bois durci, branche de bois, colophonia, céramique non vernie",2011,2018,Achat,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6846,STUDIO FORMAFANTASMA,"italienne, hollandaise",,Botanica VI,Design d'Objet,3,2011,Achat à STUDIO FORMAFANTASMA en 2018,"31,5 x 29 x 24,5 cm","Résine végétale mate, fibre de bois, bois durci",2011,2018,Achat,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6847,"YMER&MALTA, Benjamin GRAINDORGE",française,,Banc fallenTree,Design d'Objet,3,2011,"Achat grâce au groupe d'Acquisition pour le Design des Amis du Centre Pompidou, 2017",103 x 260 x 130 cm,"Chêne naturel, OBJET borosilicate",2011,2017,Achat,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6848,STUDIO GGSV,française,,Radiateur Trou Noir,Design Industriel,4,2011,"Achat grâce au groupe d’Acquisition pour le Design des Amis du Centre Pompidou, 2016",53 x 88 x 6 cm,"Cofalit, cuivre",2011,2016,Achat,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
6849,ÅBÄKE,anglaise,,Affiche Kinoteka,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"119,2 x 84 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6850,ÅBÄKE,anglaise,,Affiche Victoria & Alfred Museum : Mammals,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"176,1 x 120,2 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6851,AKATRE,française,,Affiche 13ème festival des cinémas différents et expérimentaux de Paris du 6 au 11 décembre 2011. Affiche,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,77 x 117 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6852,AKATRE,française,,Affiche 40,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,77 x 117 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6853,"Anette LENZ, Vincent PERROTTET",française,,Affiche Avril-mai 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6854,"Anette LENZ, Vincent PERROTTET",française,,Affiche Avril-mai 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Sérigraphie,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6855,"Anette LENZ, Vincent PERROTTET",française,,Affiche Danse 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6856,"Anette LENZ, Vincent PERROTTET",française,,Affiche Décembre 2011-Janvier 2012,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6857,"Anette LENZ, Vincent PERROTTET",française,,Affiche Janvier 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6858,"Anette LENZ, Vincent PERROTTET",française,,Affiche Les nuits du ramadan 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6859,"Anette LENZ, Vincent PERROTTET",française,,Affiche Mars-avril 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Sérigraphie,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6860,"Anette LENZ, Vincent PERROTTET",française,,Affiche Novembre 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6861,"Anette LENZ, Vincent PERROTTET",française,,Affiche Novembre-Décembre 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6862,"Anette LENZ, Vincent PERROTTET",française,,Affiche Saison 2011-2012,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6863,"Anette LENZ, Vincent PERROTTET",française,,Affiche Septembre-octobre 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6864,"Anette LENZ, Vincent PERROTTET",française,,Affiche Toute l'année sortir,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6865,"Anette LENZ, Vincent PERROTTET",française,,Affiche Transe 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6866,ARRACHE TOI UN OEIL!,française,,Affiche Lost in time,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6867,ATELIER TER BEKKE § BEHAGE,française,,Affiche Bulbus,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6868,ATELIER TER BEKKE § BEHAGE,française,,Affiche Danse delhi,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6869,ATELIER TER BEKKE § BEHAGE,française,,Affiche Domino,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6870,ATELIER TER BEKKE § BEHAGE,française,,Affiche Ex vivo (...),Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6871,ATELIER TER BEKKE § BEHAGE,française,,Affiche L'homme inutile (...),Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6872,ATELIER TER BEKKE § BEHAGE,française,,Affiche Les Grandes personnes,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6873,ATELIER TER BEKKE § BEHAGE,française,,Affiche Les vagues,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6874,ATELIER TER BEKKE § BEHAGE,française,,Affiche Long voyage du jour (...),Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6875,ATELIER TER BEKKE § BEHAGE,française,,Affiche Mademoiselle Julie (...),Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6876,ATELIER TER BEKKE § BEHAGE,française,,Affiche Occupe-toi du bébé,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6877,ATELIER TER BEKKE § BEHAGE,française,,Affiche Que faire ?,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2011,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
